"No","Kode Saham","Nama Perusahaan","Remarks","Sebelumnya","Open Price","Tanggal Perdagangan Terakhir","First Trade","Tertinggi","Terendah","Penutupan","Selisih","Volume","Nilai","Frekuensi","Index Individual","Offer","Offer Volume","Bid","Bid Volume","Listed Shares","Tradeble Shares","Weight For Index","Foreign Sell","Foreign Buy","Non Regular Volume","Non Regular Value","Non Regular Frequency"
"231","CTBN","Citra Tubindo Tbk.","--U-4135000000B144-----------X","1795","0","26 Apr 2024","0","1790","1620","1790","-5","1800","2933000","2","1496","1790","5700","1750","2000","800371500","800371500","89321459","0","0","0","0","0"
"232","CTRA","Ciputra Development Tbk.","--S-1M3CM87000H111------------","1160","0","26 Apr 2024","0","1185","1155","1160","0","13436900","15680599500","1419","259.7","1165","83700","1160","2670100","18535695255","18535695255","8463398453","3570600","9581800","3720","4315000","2"
"233","CTTH","Citatah Tbk.","--U-4100000000C121-----------X","14","0","26 Apr 2024","0","14","14","14","0","100","1400","1","0.6","14","17000","13","29000","1230839821","1230839821","539600178","0","0","0","0","0"
"234","CUAN","Petrindo Jaya Kreasi Tbk.","--U-1130000000A121------------","6225","0","26 Apr 2024","0","6675","6125","6375","150","18131800","117275587500","9515","2897.7","6400","12700","6375","76200","11241890000","11241890000","1688531878","1651000","1406400","520000","3480235000","7"
"235","CYBR","ITSEC Asia Tbk.","--U-2130000000I121------------","296","0","26 Apr 2024","0","296","284","294","-2","3745900","1081498200","403","294","294","48900","290","3600","6449574702","1008734800","1394398051","0","1495500","0","0","0"
"236","DADA","Diamond Citra Propertindo Tbk.","--U-4130000000H111-----------X","6","0","26 Apr 2024","0","5","5","5","-1","10387200","51936000","147","4.9","5","1598200","0","0","7431530800","7431530800","2366942560","0","0","0","0","0"
"237","DART","Duta Anggada Realty Tbk.","--U-1100000000H111---L--------","100","0","26 Apr 2024","0","100","98","100","0","800","79800","5","18.5","100","100","99","100","3141390962","3141390962","208588360","0","0","0","0","0"
"238","DAYA","Duta Intidaya Tbk.","--U-2130000000D111------------","324","0","26 Apr 2024","0","340","324","324","0","27900","9204800","13","180.9","330","100","324","32700","2420547025","2420547025","210587591","20300","0","0","0","0"
"239","DCII","DCI Indonesia Tbk.","--U-2130000000I121------------","36150","0","26 Apr 2024","0","36375","36375","36375","225","300","10912500","3","8660.7","36500","100","35025","100","2383745900","2383745900","442184864","0","0","0","0","0"
"240","DEAL","Dewata Freightinternational Tbk.","--U-4100000000K211ME-L-------X","6","0","26 Apr 2024","0","0","0","6","0","0","0","0","4","0","0","0","0","1146170959","1146170959","922094537","0","0","0","0","0"
"241","DEFI","Danasupra Erapacific Tbk.","--U-4100000000G211-----------X","1455","0","26 Apr 2024","0","0","0","1455","0","0","0","0","2920.4","0","0","0","0","687266666","687266666","169273780","0","0","0","0","0"
"242","DEPO","Caturkarda Depo Bangunan Tbk.","--U-1135000000E743------------","380","0","26 Apr 2024","0","382","380","380","0","4900","1862400","5","78.8","380","2300","378","1200","6790000000","6790000000","517398000","0","0","0","0","0"
"243","DEWA","Darma Henwa Tbk","--U-1135000000A132------------","63","0","26 Apr 2024","0","63","61","61","-2","107827800","6642177500","669","20.1","61","14201300","60","32241300","21853733792","21853733792","15524892486","10146400","12048400","0","0","0"
"244","DEWI","Dewi Shri Farmindo Tbk.","--U-2130000000D231------------","69","0","26 Apr 2024","0","70","65","65","-4","21650400","1452235900","3351","65","66","469000","65","72300","2000000000","2000000000","598200000","0","0","0","0","0"
"245","DFAM","Dafam Property Indonesia Tbk.","--U-2100000000E512------------","50","0","26 Apr 2024","0","50","50","50","0","100","5000","1","43.5","50","799800","0","0","1899852850","1899852850","437916082","0","0","0","0","0"
"246","DGIK","Nusa Konstruksi Enjiniring Tbk.","--U-1130000000J211------------","88","0","26 Apr 2024","0","88","80","86","-2","4387800","381198300","208","38.2","88","202300","86","80000","5541165000","5541165000","1511075696","494100","805100","0","0","0"
"247","DGNS","Diagnos Laboratorium Utama Tbk.","--U-2130000000F121------------","334","0","26 Apr 2024","0","338","322","336","2","3008900","991660000","608","168","336","394500","334","97100","1250000000","1250000000","275000000","60700","32100","0","0","0"
"248","DIGI","Arkadia Digital Media Tbk.","--U-4100000000E614-E---------X","13","0","26 Apr 2024","0","14","13","13","0","244500","3310900","21","32.5","14","149500","13","26900","1625000000","1625000000","641712500","0","100000","0","0","0"
"249","DILD","Intiland Development Tbk.","--S-1175000000H111------------","188","0","26 Apr 2024","0","190","180","180","-8","24795300","4533164600","1773","31.4","181","354300","180","539300","10365854185","10365854185","3450792858","691600","429400","0","0","0"
"250","DIVA","Distribusi Voucher Nusantara Tbk.","--U-2130000000I111------------","107","0","26 Apr 2024","0","144","101","133","26","11637500","1595305800","2806","9","135","100300","133","100100","1428571400","1428571400","251571424","1600","40100","0","0","0"
"251","DKFT","Central Omega Resources Tbk.","--U-2130000000B146------------","103","0","26 Apr 2024","0","105","102","103","0","1234200","127428600","132","264.6","104","248300","103","25500","5638246600","5638246600","1880355241","0","15800","0","0","0"
"252","DLTA","Delta Djakarta Tbk.","--U-1105000000D211------------","3240","0","26 Apr 2024","0","3240","3210","3220","-20","29500","95108000","39","19248","3240","15300","3220","3700","800659050","800659050","119858660","3000","1000","0","0","0"
"253","DMAS","Puradelta Lestari Tbk.","--M-1135001000H111------------","161","0","26 Apr 2024","0","163","160","161","0","21424900","3439808300","2186","76.7","161","722400","160","16723500","48198111100","48198111100","8540705287","2335800","353000","314900","53847900","1"
"254","DMMX","Digital Mediatama Maxima Tbk.","--U-2135000000I121------------","85","0","26 Apr 2024","0","0","0","85","0","0","0","0","37","0","0","0","0","7692307700","7692307700","1678461540","0","0","0","0","0"
"255","DMND","Diamond Food Indonesia Tbk.","--U-4135000000D112-----------X","745","0","26 Apr 2024","0","740","740","740","-5","5300","3922000","13","80.9","740","25600","735","1700","9468359000","9468359000","100364605","0","0","0","0","0"
"256","DNAR","Bank Oke Indonesia Tbk.","--U-1105000000G111------------","96","0","26 Apr 2024","0","98","93","94","-2","251500","23544900","67","92.8","94","73600","93","10400","16867292274","16867292274","1426972926","0","48700","0","0","0"
"257","DNET","Indoritel Makmur Internasional Tbk.","--U-2100000000G512------------","4610","0","26 Apr 2024","0","4720","4560","4720","110","30800","145011000","26","4146.2","4720","5000","4620","100","14184000000","14184000000","2157386400","100","100","0","0","0"
"258","DOID","Delta Dunia Makmur Tbk.","--S-1815000000A132------------","474","0","26 Apr 2024","0","496","474","482","8","34748800","16924287000","2761","652.6","484","70800","482","128200","8621173232","8621173232","3614857936","3293500","7258300","0","0","0"
"259","DOOH","Era Media Sejahtera Tbk.","--U-2130000000E611------------","58","0","26 Apr 2024","0","58","56","57","-1","570897300","32596984000","3328","57","57","2712700","56","3896100","7737556699","7689556699","1700714545","16425100","1027900","12000000","696000000","1"
"260","DPNS","Duta Pertiwi Nusantara Tbk.","--U-1130000000B113------------","430","0","26 Apr 2024","0","0","0","430","0","0","0","0","139.7","426","10800","406","600","331129952","331129952","100067471","0","0","0","0","0"
"261","DPUM","Dua Putra Utama Makmur Tbk.","--U-4100000000D231-----------X","15","0","26 Apr 2024","0","15","14","15","0","366100","5485500","11","2.7","15","13789700","14","347400","4175000000","4175000000","1250412500","0","0","0","0","0"
"262","DRMA","Dharma Polimetal Tbk.","--S-18A5106000E111------------","965","0","26 Apr 2024","0","970","905","925","-40","18501200","17072126500","2617","185","930","132800","925","14100","4705882300","4705882300","906352931","6861000","8292200","2834600","2766031400","7"
"263","DSFI","Dharma Samudera Fishing Industries Tbk.","--U-1130000000D231------------","50","0","26 Apr 2024","0","50","50","50","0","70900","3545000","11","28.5","50","420500","0","0","1857135500","1857135500","570326312","0","0","0","0","0"
"264","DSNG","Dharma Satya Nusantara Tbk.","--U-18AF806000D232------------","655","0","26 Apr 2024","0","695","650","680","25","32057800","21670791500","1669","183.8","680","497500","675","206400","10599842400","10599842400","3512787771","5108400","10875000","0","0","0"
"265","DSSA","Dian Swastatika Sentosa Tbk","--U-1130000000A121------------","125000","0","26 Apr 2024","0","0","0","125000","0","0","0","0","8333.3","124975","100","113775","600","770552320","770552320","154881016","0","0","0","0","0"
"266","DUCK","Jaya Bersama Indo Tbk.","--U-4100000000E515---L---Y---X","176","0","26 Apr 2024","0","0","0","176","0","0","0","0","34.9","0","0","0","0","1283330000","1283330000","1074403876","0","0","0","0","0"
"267","DUTI","Duta Pertiwi Tbk","--U-2135000000H111------------","4560","0","26 Apr 2024","0","4600","4600","4600","40","100","460000","1","462.6","4550","300","3970","100","1850000000","1850000000","150775000","0","0","0","0","0"
"268","DVLA","Darya-Varia Laboratoria Tbk.","--U-1135000000F211------------","1435","0","26 Apr 2024","0","1440","1420","1430","-5","17000","24322500","63","526.4","1430","400","1425","4800","1120000000","1120000000","86912000","1500","1000","0","0","0"
"269","DWGL","Dwi Guna Laksana Tbk.","--U-2135000000A122------------","115","0","26 Apr 2024","0","0","0","115","0","0","0","0","76.7","115","10000","111","300","9252820991","9252820991","2594491006","0","0","0","0","0"
"270","DYAN","Dyandra Media International Tbk.","--U-1130000000C224------------","89","0","26 Apr 2024","0","89","86","87","-2","1547000","135631000","111","24.9","88","26200","87","141300","4272964279","4272964279","1009701459","142600","2300","0","0","0"
"271","EAST","Eastparc Hotel Tbk.","--U-2130000000E512------------","130","0","26 Apr 2024","0","130","126","128","-2","853200","109535200","390","96.2","129","3100","128","2100","4126405336","4126405336","1809841380","50200","67200","0","0","0"
"272","ECII","Electronic City Indonesia Tbk.","--U-2130000000E742------------","256","0","26 Apr 2024","0","272","262","270","14","19500","5176200","23","6.7","270","8600","262","200","1334333000","1334333000","165590725","2100","0","0","0","0"
"273","EDGE","Indointernet Tbk.","--U-2135000000I121------------","4200","0","26 Apr 2024","0","4280","4020","4150","-50","20100","83553000","103","281.4","4150","800","4080","100","2020250000","2020250000","8081000","1200","13500","0","0","0"
"274","EKAD","Ekadharma International Tbk.","--U-1130000000B113------------","238","0","26 Apr 2024","0","240","230","234","-4","180900","42161800","105","2960.2","234","5700","232","24000","3493875000","3493875000","603042825","4100","0","0","0","0"
"275","ELIT","Data Sinergitama Jaya Tbk.","--U-2130000000I121------------","92","0","26 Apr 2024","0","93","88","90","-2","1547900","138053500","299","75","90","163500","89","124600","2031643057","561432633","511161393","100000","0","0","0","0"
"276","ELPI","Pelayaran Nasional Ekalya Purnamasari Tbk.","--M-1135000000K211------------","270","0","26 Apr 2024","0","280","266","278","8","10133400","2736533400","2900","139","280","74600","278","17800","7412000000","7412000000","1105129200","447800","139600","0","0","0"
"277","ELSA","Elnusa Tbk.","--S-187FR93000A131------------","416","0","26 Apr 2024","0","422","402","404","-12","48280700","19686942200","2877","101","406","80000","404","171600","7298500000","7298500000","3563127700","14130100","137400","60","24960","2"
"278","ELTY","Bakrieland Development Tbk.","--U-4135000000H111-----------X","12","0","26 Apr 2024","0","11","11","11","-1","52335600","575691600","106","2.3","11","254288500","0","0","43521913019","43521913019","38164365526","0","0","300000","2700000","1"
"279","EMDE","Megapolitan Developments Tbk.","--U-2130000000H111------------","97","0","26 Apr 2024","0","100","94","94","-3","27300","2582400","15","37.6","94","607500","93","2400","3350000000","3350000000","750065000","0","0","0","0","0"
"280","EMTK","Elang Mahkota Teknologi Tbk.","--SO1SA5M4H000I111------------","366","364","26 Apr 2024","362","364","350","350","-16","14111700","4997529400","2036","486.1","350","502600","348","341900","61316751483","61316751483","15365977922","3469500","765400","500000","180000000","1"
"281","ENAK","Champ Resto Indonesia Tbk.","--U-2135000000E515------------","1075","0","26 Apr 2024","0","1080","1075","1075","0","9000","9675500","13","126.5","1080","143800","1075","4700","2166666800","2166666800","306583352","8900","8900","0","0","0"
"282","ENRG","Energi Mega Persada Tbk.","--S-1875F63000A111------------","200","0","26 Apr 2024","0","204","200","202","2","27642400","5568252800","1027","16.8","202","1633000","200","3444000","24821230250","24821230250","12676202289","3532800","1685400","65476200","13750002000","2"
"283","ENVY","Envy Technologies Indonesia Tbk.","--U-4100000000I121-E-----Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","13.5","0","0","0","0","1800000000","1800000000","1560060000","0","0","0","0","0"
"284","ENZO","Morenzo Abadi Perkasa Tbk.","--U-4130000000D231-----------X","35","0","26 Apr 2024","0","37","35","37","2","46600","1631400","14","35.2","37","226400","35","46600","2162547122","2162547122","513821196","0","0","0","0","0"
"285","EPAC","Megalestari Epack Sentosaraya Tbk.","--U-4130000000B131-----------X","6","0","26 Apr 2024","0","6","5","6","0","799500","4787000","26","5.5","6","500700","5","2735900","3303400000","3303400000","822216260","0","0","0","0","0"
"286","EPMT","Enseval Putera Megatrading Tbk.","--U-4135000000D111-----------X","2320","0","26 Apr 2024","0","2320","2320","2320","0","600","1392000","6","1623.2","2320","11500","2310","1800","2708640000","2708640000","201251952","0","0","0","0","0"
"287","ERAA","Erajaya Swasembada Tbk.","--S-1875M86000E742------------","410","0","26 Apr 2024","0","410","388","394","-16","13727800","5408816200","1930","197.8","394","12400","392","120100","15950000000","15950000000","7040330000","1394300","2354500","0","0","0"
"288","ERAL","Sinar Eka Selaras Tbk.","--M-1130000000E742------------","256","0","26 Apr 2024","0","260","250","252","-4","2510600","642012800","185","64.6","252","4800","250","174800","5187500000","5186273200","1036981250","317800","45900","0","0","0"
"289","ERTX","Eratex Djaja Tbk.","--U-2100000000E411------------","250","0","26 Apr 2024","0","250","232","236","-14","660500","157205600","91","100.2","236","81700","234","6300","1286539792","1286539792","96490484","6500","0","0","0","0"
"290","ESIP","Sinergi Inti Plastindo Tbk.","--U-4130000000B131-----------X","18","0","26 Apr 2024","0","19","19","19","1","39400","748600","11","14.1","0","0","19","503500","1109953847","1109953847","402247274","0","0","0","0","0"
"291","ESSA","ESSA Industries Indonesia Tbk.","XDSO1H7CM6D000B111------------","775","775","26 Apr 2024","780","790","745","775","0","37018300","28395872500","2924","1442.9","780","2580000","775","33700","17226975700","17226975700","9466223147","18219100","1634600","0","0","0"
"292","ESTA","Esta Multi Usaha Tbk.","--U-2130000000E512------------","74","0","26 Apr 2024","0","77","73","76","2","348200","25923500","98","190.5","76","4100","74","141600","2425354179","2425354179","294680533","0","93600","0","0","0"
"293","ESTI","Ever Shine Tex Tbk.","--U-4130000000E413-----------X","25","0","26 Apr 2024","0","25","25","25","0","105200","2630000","14","10","25","100800","24","100","2015208720","2015208720","171091220","0","0","0","0","0"
"294","ETWA","Eterindo Wahanatama Tbk","--U-4100000000B111BE-L-------X","70","0","26 Apr 2024","0","0","0","70","0","0","0","0","5.8","0","0","0","0","4668671400","4668671400","729246473","0","0","0","0","0"
"295","EURO","Estee Gold Feet Tbk.","--U-3000000000D421------------","212","0","26 Apr 2024","0","230","212","224","12","11621600","2562710400","490","320","226","140900","224","141200","2548826428","2548826428","0","365000","10266100","0","0","0"
"296","EXCL","XL Axiata Tbk.","--SO1X3TM2S000J321------------","2380","2380","26 Apr 2024","2390","2400","2340","2380","0","12354600","29388848000","1914","120.8","2390","252900","2380","23900","13128430665","13128430665","4352074765","3409100","1225900","1100","2618000","1"
"297","FAPA","FAP Agri Tbk.","--U-2135000000D232------------","5300","0","26 Apr 2024","0","5300","5275","5300","0","10300","54515000","13","288","5300","3300","5275","3300","3629411800","3629411800","743303537","6800","0","0","0","0"
"298","FAST","Fast Food Indonesia Tbk.","--U-2135000000E515---L--------","790","0","26 Apr 2024","0","820","755","800","10","36300","28849500","70","2516.3","795","5800","765","600","3990277158","3990277158","632458930","20800","0","6500","5135000","1"
"299","FASW","Fajar Surya Wisesa Tbk.","--U-4105000000B131-----------X","5500","0","26 Apr 2024","0","0","0","5500","0","0","0","0","1260.4","5500","400","4950","100","2477888787","2477888787","5451355","0","0","0","0","0"
"300","FILM","MD Pictures Tbk.","--U-1130400000E621------------","5100","0","26 Apr 2024","0","5100","4950","4950","-150","4291400","21567870500","1352","2357.1","4990","4000","4950","27200","9511217000","9511217000","1278307565","498800","3892000","0","0","0"
"301","FIMP","Fimperkasa Utama Tbk.","--U-3000000000J211------------","47","0","26 Apr 2024","0","49","43","48","1","30700","1339200","40","38.4","49","1300","47","100","400000975","400000975","0","0","0","0","0","0"
"302","FIRE","Alfa Energi Investama Tbk.","--U-2130000000A122------------","92","0","26 Apr 2024","0","93","85","87","-5","4013900","353411500","519","17.4","88","34300","87","7500","1475363179","1475363179","596046724","0","22300","0","0","0"
"303","FISH","FKS Multi Agro Tbk.","--U-4135000000D232-----------X","5550","0","26 Apr 2024","0","0","0","5550","0","0","0","0","4440","5550","100","0","0","480000000","480000000","50496000","0","0","0","0","0"
"304","FITT","Hotel Fitra International Tbk.","--U-2130000000E512------------","565","0","26 Apr 2024","0","575","550","555","-10","1237000","697537000","82","544.1","555","80800","550","70100","726130199","502130199","390149756","51700","17500","0","0","0"
"305","FLMC","Falmaco Nonwoven Industri Tbk.","--U-4000000000D421-----------X","22","0","26 Apr 2024","0","22","22","22","0","130000","2860000","4","11","22","23000","0","0","781250000","781250000","0","0","0","0","0","0"
"306","FMII","Fortune Mate Indonesia Tbk","--U-2135000000H111------------","178","0","26 Apr 2024","0","178","173","173","-5","30100","5258100","32","408","173","2600","172","9000","6400000000","6400000000","776320000","5900","0","0","0","0"
"307","FOLK","Multi Garam Utama Tbk.","--U-2130000000C311------------","71","0","26 Apr 2024","0","71","67","68","-3","1130400","77188700","63","68","70","30100","68","81900","3948138068","570004768","1064417775","0","0","0","0","0"
"308","FOOD","Sentra Food Indonesia Tbk.","--U-2130000000D222------------","128","0","26 Apr 2024","0","149","124","148","20","4031300","578031300","675","109.6","148","109700","141","1100","650000000","650000000","150020000","0","0","0","0","0"
"309","FORU","Fortune Indonesia Tbk","--U-2130000000E611------------","810","0","26 Apr 2024","0","0","0","810","0","0","0","0","623.1","0","0","0","0","465224000","465224000","50011580","0","0","0","0","0"
"310","FORZ","Forza Land Indonesia Tbk.","--U-4100000000H111B--L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","22.7","0","0","0","0","1984009887","1984009887","1105688710","0","0","0","0","0"
"311","FPNI","Lotte Chemical Titan Tbk.","--U-2135000000B111------------","182","0","26 Apr 2024","0","183","180","182","0","821100","148864700","73","55.2","182","1900","180","35500","5566414000","5566414000","534375744","0","200","0","0","0"
"312","FREN","Smartfren Telecom Tbk.","XRU-1135000000J321------------","50","0","26 Apr 2024","0","50","50","50","0","12323700","616185000","590","2.8","50","236302000","0","0","428900781062","428900781062","149637178222","0","4333100","0","0","0"
"313","FUJI","Fuji Finance Indonesia Tbk.","--U-2100000000G211------------","242","0","26 Apr 2024","0","248","240","248","6","33000","8096200","26","225.5","248","39800","246","2600","1300000000","1300000000","134680000","0","0","0","0","0"
"314","FUTR","Lini Imaji Kreasi Ekosistem Tbk.","--U-2130000000E611------------","50","0","26 Apr 2024","0","50","50","50","0","700","35000","3","50","50","46914600","0","0","6390018753","6390018753","2881259275","0","0","0","0","0"
"315","FWCT","Wijaya Cahaya Timber Tbk.","--U-2130000000B151------------","148","0","26 Apr 2024","0","153","139","142","-6","9540300","1380548800","1202","120.3","143","53700","142","1074900","1875000000","1875000000","318000000","68900","103300","0","0","0"
"316","GAMA","Aksara Global Development Tbk.","--U-4100000000H111---L---Y---X","18","0","26 Apr 2024","0","0","0","18","0","0","0","0","17.1","0","0","0","0","10011027656","10011027656","6900601363","0","0","0","0","0"
"317","GDST","Gunawan Dianjaya Steel Tbk.","--U-4135000000B144-----------X","89","0","26 Apr 2024","0","89","89","89","0","115200","10252800","37","55.6","90","10000","89","1243800","9242500000","9242500000","268032500","17200","0","0","0","0"
"318","GDYR","Goodyear Indonesia Tbk.","--U-4130000000E112-----------X","1170","0","26 Apr 2024","0","1170","1170","1170","0","800","936000","2","936","1170","1000","1080","500","410000000","410000000","28167000","0","0","0","0","0"
"319","GEMA","Gema Grahasarana Tbk.","--U-2130000000E211------------","270","0","26 Apr 2024","0","314","254","256","-14","137300","39956400","186","568.9","266","100","256","17500","1600000000","1600000000","342560000","5500","7300","0","0","0"
"320","GEMS","Golden Energy Mines Tbk.","--U-1135000000A121------------","6125","0","26 Apr 2024","0","6150","6075","6075","-50","194100","1182327500","103","243","6100","21700","6075","32700","5882353000","5882353000","706470595","35100","100","0","0","0"
"321","GGRM","Gudang Garam Tbk.","--MO1H05970000D311------------","19150","19200","26 Apr 2024","19175","19200","18775","19100","-50","1186500","22545590000","2323","745.4","19100","34800","19000","3100","1924088000","1924088000","330173501","328600","133700","85","1627750","1"
"322","GGRP","Gunung Raja Paksi Tbk.","--U-4135000000B144-----------X","410","0","26 Apr 2024","0","410","410","410","0","253300","103853000","17","48.8","446","2900","410","1800","12111376157","12111376157","1230515818","0","0","0","0","0"
"323","GHON","Gihon Telekomunikasi Indonesia Tbk.","--U-1135000000J321------------","1865","0","26 Apr 2024","0","1855","1845","1850","-15","6900","12733000","7","158.1","1855","300","1850","29700","550000000","550000000","72050000","0","0","0","0","0"
"324","GIAA","Garuda Indonesia (Persero) Tbk.","--U-4135000000K111-E---------X","60","0","26 Apr 2024","0","60","60","60","0","8946700","536802000","183","8.8","61","407900","60","8831200","91480783837","91480783837","24461961598","0","6970000","0","0","0"
"325","GJTL","Gajah Tunggal Tbk.","--S-1175560000E112------------","1080","0","26 Apr 2024","0","1095","1025","1045","-35","20591400","21750470500","3422","205.2","1045","11100","1040","290500","3484800000","3484800000","1213407360","5196200","1974000","0","0","0"
"326","GLOB","Globe Kita Terang Tbk.","--U-4100000000E742-E---------X","68","0","26 Apr 2024","0","0","0","68","0","0","0","0","5.9","67","700","0","0","1111112000","1111112000","114555647","0","0","0","0","0"
"327","GLVA","Galva Technologies Tbk.","--U-2130000000I231------------","320","0","26 Apr 2024","0","320","310","314","-6","42000","13100800","57","138.9","314","14700","312","200","1500000000","1500000000","508500000","0","4400","0","0","0"
"328","GMFI","Garuda Maintenance Facility Aero Asia Tbk.","--U-4105000000J111-E---------X","58","0","26 Apr 2024","0","58","58","58","0","62600","3630800","21","14.5","58","424600","57","23700","28233511500","28233511500","2823351150","0","0","0","0","0"
"329","GMTD","Gowa Makassar Tourism Development Tbk.","--U-4135000000H111-----------X","4800","0","26 Apr 2024","0","4700","4670","4670","-130","500","2342000","4","8113.3","4650","2900","4600","100","1015380000","1015380000","103162608","0","0","0","0","0"
"330","GOLD","Visi Telekomunikasi Infrastruktur Tbk.","--U-2130000000J321------------","324","0","26 Apr 2024","0","334","314","320","-4","6600","2126400","27","189.3","320","100","318","100","1277276000","1277276000","133730797","0","0","0","0","0"
"331","GOLL","Golden Plantation Tbk.","--U-4100000000D232B--L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","17.4","0","0","0","0","3665000759","3665000759","864207179","0","0","0","0","0"
"332","GOOD","Garudafood Putra Putri Jaya Tbk.","--S-1135000000D222------------","414","0","26 Apr 2024","0","430","414","414","0","752700","316008000","108","161.1","418","4800","414","5800","36897901455","36897901455","7682143083","321800","0","0","0","0"
"333","GOTO","GoTo Gojek Tokopedia Tbk.","--UO5SD0F44000I111----------K-","62","61","26 Apr 2024","61","64","61","61","-1","1793162200","111063713800","20752","18","62","47680900","61","117434000","1201409662836","1201409662836","878831168365","676693500","996755400","311648539","701482326","467"
"334","GPRA","Perdana Gapuraprima Tbk.","--S-1130000000H111------------","85","0","26 Apr 2024","0","86","83","84","-1","3411800","285079200","317","36.2","84","403400","83","2358800","4276655336","4276655336","1083704462","0","87100","0","0","0"
"335","GPSO","Geoprima Solusi Tbk.","--U-2130000000C143------------","216","0","26 Apr 2024","0","242","214","238","22","23823700","5426136400","2551","132.2","238","229500","236","38900","666741103","666741103","129881167","1110000","981700","0","0","0"
"336","GRIA","Ingria Pratama Capitalindo Tbk.","--U-2130000000H111------------","143","0","26 Apr 2024","0","148","142","143","0","942500","137090400","111","119.2","144","48800","143","299600","7375720674","1725000000","1285588113","46600","93200","0","0","0"
"337","GRPH","Griptha Putra Persada Tbk.","--U-2130000000E512------------","50","0","26 Apr 2024","0","50","50","50","0","500","25000","5","48.5","50","7505900","0","0","1000000000","200000000","204000000","0","0","0","0","0"
"338","GRPM","Graha Prima Mentari Tbk.","--U-3000000000D212------------","42","0","26 Apr 2024","0","43","40","43","1","337100","13733900","85","35.8","43","341700","41","10000","1545003758","1545003758","0","0","0","0","0","0"
"339","GSMF","Equity Development Investment Tbk.","--U-2100000000G511------------","51","0","26 Apr 2024","0","50","50","50","-1","54800","2740000","33","5.9","51","1002500","50","600","14230399705","14230399705","4035741356","0","0","0","0","0"
"340","GTBO","Garda Tujuh Buana Tbk","--U-2130000000A121------------","300","0","26 Apr 2024","0","300","290","290","-10","357100","104896800","107","252.2","290","2600","288","1200","2500000000","2500000000","188250000","0","0","0","0","0"
"341","GTRA","Grahaprima Suksesmandiri Tbk.","--S-2800000000K211------------","139","0","26 Apr 2024","0","141","128","131","-8","2163800","288293400","347","87.3","131","1300","130","57600","1894375000","1894375000","378875000","522500","0","0","0","0"
"342","GTSI","GTS Internasional Tbk.","--U-1130000000A112------------","50","0","26 Apr 2024","0","50","50","50","0","22800","1140000","11","50","50","56384800","0","0","15819142767","15819142767","2399763958","0","0","0","0","0"
"343","GULA","Aman Agrindo Tbk.","--S-2130000000D222------------","490","0","26 Apr 2024","0","496","488","490","0","2405100","1182907800","1445","196","490","524200","488","657900","1070362500","1070362500","211610666","29400","165100","0","0","0"
"344","GWSA","Greenwood Sejahtera Tbk.","--U-1135000000E512------------","139","0","26 Apr 2024","0","140","138","139","0","112700","15655800","21","55.6","139","398500","138","118700","7800760000","7800760000","1599155800","2000","0","50000","9850000","1"
"345","GZCO","Gozco Plantations Tbk.","--U-1130000000D232------------","80","0","26 Apr 2024","0","81","78","78","-2","15119400","1193101200","919","41.5","78","106700","77","1255000","6000000000","6000000000","2106600000","1376100","27500","0","0","0"
"346","HADE","Himalaya Energi Perkasa Tbk.","--U-4100000000J421-----------X","3","0","26 Apr 2024","0","3","3","3","0","121300","363900","15","7.9","3","1501600","2","16259500","2120000000","2120000000","1000004000","0","0","0","0","0"
"347","HAIS","Hasnur Internasional Shipping Tbk.","XDS-1130000000K211------------","236","0","26 Apr 2024","0","238","230","230","-6","2025000","469993800","440","76.7","232","2500","230","77000","2626250000","2620231500","525250000","136900","136900","0","0","0"
"348","HAJJ","Arsy Buana Travelindo Tbk.","--U-3000000000E513------------","128","0","26 Apr 2024","0","130","124","126","-2","528400","66570100","183","90","126","16400","124","400","2290521500","2290521500","0","66800","0","0","0","0"
"349","HALO","Haloni Jane Tbk.","--U-2130000000F112------------","50","0","26 Apr 2024","0","50","50","50","0","445000","22250000","52","50","50","14275700","0","0","5650010785","5650010785","1053161749","0","0","0","0","0"
"350","HATM","Habco Trans Maritima Tbk.","--U-2135000000K211------------","224","0","26 Apr 2024","0","226","220","220","-4","50674000","11346995000","620","137.5","222","54000","220","1202000","7000000000","6997101900","1386000000","1593000","1656200","0","0","0"
"351","HBAT","Minahasa Membangun Hebat Tbk.","--U-3000000000H111------------","36","0","26 Apr 2024","0","38","35","36","0","306600","11208900","36","33.3","38","41000","36","59900","1040740800","572980800","0","0","0","0","0","0"
"352","HDFA","Radana Bhaskara Finance Tbk.","--U-1100000000G211------------","92","0","26 Apr 2024","0","95","92","93","1","16300","1506900","11","52.3","93","74500","92","1800","6542445783","6542445783","498534369","100","0","0","0","0"
"353","HDIT","Hensel Davest Indonesia Tbk.","--U-4130000000I111-----------X","12","0","26 Apr 2024","0","11","11","11","-1","2773600","30509600","44","2.1","11","15068200","0","0","1524680000","1524680000","726510020","0","0","0","0","0"
"354","HDTX","Panasia Indo Resources Tbk.","--U-4100000000E413-E---------X","120","0","26 Apr 2024","0","0","0","120","0","0","0","0","18.9","0","0","0","0","3601462800","3601462800","25570386","0","0","0","0","0"
