"No","Kode Saham","Nama Perusahaan","Remarks","Sebelumnya","Open Price","Tanggal Perdagangan Terakhir","First Trade","Tertinggi","Terendah","Penutupan","Selisih","Volume","Nilai","Frekuensi","Index Individual","Offer","Offer Volume","Bid","Bid Volume","Listed Shares","Tradeble Shares","Weight For Index","Foreign Sell","Foreign Buy","Non Regular Volume","Non Regular Value","Non Regular Frequency"
"799","SRAJ","Sejahteraraya Anugrahjaya Tbk.","--U-1135000000F121------------","1715","0","26 Apr 2024","0","0","0","1715","0","0","0","0","1830.3","0","0","0","0","12000705445","12000705445","1411282960","0","0","0","0","0"
"800","SRIL","Sri Rejeki Isman Tbk.","--U-4105000000E413ME-L-------X","146","0","26 Apr 2024","0","0","0","146","0","0","0","0","60.8","0","0","0","0","20452176844","20452176844","7943625486","0","0","0","0","0"
"801","SRSN","Indo Acidatama Tbk","--U-1100000000B111------------","51","0","26 Apr 2024","0","51","50","50","-1","4348900","218960200","80","9.1","51","62600","50","7124300","6020000000","6020000000","1020390000","0","0","0","0","0"
"802","SRTG","Saratoga Investama Sedaya Tbk.","--MO1H35M00000G512------------","1435","1440","26 Apr 2024","1440","1445","1410","1410","-25","10336600","14776966500","2369","128.2","1415","39000","1410","41200","13564835000","13564835000","1420238225","2362300","90500","0","0","0"
"803","SSIA","Surya Semesta Internusa Tbk.","--S-1835407000J211------------","1100","0","26 Apr 2024","0","1125","1090","1095","-5","14422900","15923184000","1781","449.2","1100","11500","1095","234600","4705249440","4705249440","3362371250","3101400","1570900","136297","115852450","2"
"804","SSMS","Sawit Sumbermas Sarana Tbk.","--M-18A5406000D232------------","970","0","26 Apr 2024","0","1005","965","1005","35","6489800","6362049500","567","150","1005","33800","985","1200","9525000000","9525000000","1701165000","701300","1708100","0","0","0"
"805","SSTM","Sunson Textile Manufacture Tbk","--U-4130000000E413---L-------X","498","0","26 Apr 2024","0","0","0","498","0","0","0","0","117.2","498","249100","0","0","1170909181","1170909181","170601468","0","0","0","0","0"
"806","STAA","Sumber Tani Agung Resources Tbk.","--U-1135000000D232------------","725","0","26 Apr 2024","0","740","710","740","15","4957700","3583236500","401","123.3","740","600","735","55500","10903372600","10896300600","2654971228","442500","1066800","0","0","0"
"807","STAR","Buana Artha Anugerah Tbk.","--U-1100000000G511------------","52","0","26 Apr 2024","0","52","50","52","0","139300","6976600","27","51","51","5000","0","0","4800000602","4800000602","3254880408","0","10300","35000000","1820000000","2"
"808","STRK","Lovina Beach Brewery Tbk.","--U-2100000000D211------------","50","0","26 Apr 2024","0","50","50","50","0","30100","1505000","26","50","50","140769500","0","0","10721717354","2480008354","2479931292","0","0","672000","16800000","1"
"809","STTP","Siantar Top Tbk.","--U-2135000000D222------------","9975","0","26 Apr 2024","0","0","0","9975","0","0","0","0","5894.3","11175","300","9900","100","1310000000","1310000000","524000000","0","0","0","0","0"
"810","SUGI","Sugih Energy Tbk.","--U-4105000000A111---L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","64.8","0","0","0","0","24811541414","24811541414","16291258092","0","0","0","0","0"
"811","SULI","SLJ Global Tbk.","--U-1130000000B151------------","108","0","26 Apr 2024","0","109","105","106","-2","217800","23244200","83","1.5","108","4100","106","8500","5730581103","5730581103","1773395400","0","31800","0","0","0"
"812","SUNI","Sunindo Pratama Tbk.","--U-1130000000A132------------","520","0","26 Apr 2024","0","530","498","525","5","541500","280246400","197","175","525","31700","515","12200","2500000000","2500000000","600000000","0","33100","0","0","0"
"813","SUPR","Solusi Tunas Pratama Tbk.","--U-4135000000J321-----------X","39125","0","26 Apr 2024","0","0","0","39125","0","0","0","0","1201.6","39125","300","0","0","1137579698","1137579698","455032","0","0","0","0","0"
"814","SURE","Super Energy Tbk.","--U-4105000000A111-----------X","2000","0","26 Apr 2024","0","2010","2010","2010","10","59100","118791000","2","1296.8","2100","300","2010","900","1497576771","1497576771","115163654","0","0","0","0","0"
"815","SURI","Maja Agung Latexindo Tbk.","--U-2130000000F112------------","430","0","26 Apr 2024","0","440","428","428","-2","11713700","5084455200","4636","251.8","428","649200","426","320000","6334375000","1266875000","1266875000","275400","804400","0","0","0"
"816","SWAT","Sriwahana Adityakarta Tbk.","--U-2100000000B152---L--------","50","0","26 Apr 2024","0","50","50","50","0","200","10000","2","31.3","50","2122300","0","0","3019200000","3019200000","332112000","0","0","0","0","0"
"817","SWID","Saraswanti Indoland Development Tbk.","--U-2130000000H111------------","71","0","26 Apr 2024","0","72","70","70","-1","19500","1374800","14","35","70","236800","69","5000","5385019201","5385019201","1109852457","0","0","0","0","0"
"818","TALF","Tunas Alfin Tbk.","--U-2130000000B131------------","334","0","26 Apr 2024","0","344","318","334","0","10500","3421800","20","84.6","334","4300","320","1800","1353435000","1353435000","106921365","1000","700","0","0","0"
"819","TAMA","Lancartama Sejati Tbk.","--U-4130000000J211-----------X","8","0","26 Apr 2024","0","8","7","8","0","70600","498300","9","4.6","8","376200","7","205600","1200000696","1200000696","448800260","0","0","0","0","0"
"820","TAMU","Pelayaran Tamarin Samudra Tbk.","--U-4130000000A132-----------X","7","0","26 Apr 2024","0","0","0","7","0","0","0","0","64","0","0","0","0","37500000000","37500000000","7500000000","0","0","0","0","0"
"821","TAPG","Triputra Agro Persada Tbk.","--M-1175000000D232------------","610","0","26 Apr 2024","0","615","600","605","-5","4568400","2770221500","340","302.5","605","127200","600","1202600","19852540000","19852540000","2620535280","1166300","713300","0","0","0"
"822","TARA","Agung Semesta Sejahtera Tbk.","--U-4100000000H111-----------X","7","0","26 Apr 2024","0","7","7","7","0","400","2800","4","6.6","7","431700","6","1539500","10069645750","10069645750","6951076461","0","0","0","0","0"
"823","TAXI","Express Transindo Utama Tbk.","--U-4130000000K132---L-------X","12","0","26 Apr 2024","0","11","11","11","-1","122800","1350800","24","2","11","560514500","0","0","10223647156","10223647156","10223647156","0","0","38653000","243236000","4"
"824","TAYS","Jaya Swarasa Agung Tbk.","--U-2130000000D222------------","97","0","26 Apr 2024","0","99","94","95","-2","555700","52769500","102","26.4","95","29400","94","222800","1098920000","1098920000","270334320","0","0","0","0","0"
"825","TBIG","Tower Bersama Infrastructure Tbk.","--M-180L9B0000J321------------","1855","0","26 Apr 2024","0","1855","1840","1855","0","541100","1000167500","225","458","1855","43300","1840","500","22656999445","22656999445","2317811043","89600","47700","0","0","0"
"826","TBLA","Tunas Baru Lampung Tbk.","--S-1105000000D222------------","605","0","26 Apr 2024","0","615","600","605","0","427700","258997000","180","139.9","605","8800","600","528800","6025373372","6025373372","2438468604","0","0","0","0","0"
"827","TBMS","Tembaga Mulia Semanan Tbk.","--U-2130000000B142------------","925","0","26 Apr 2024","0","960","910","915","-10","11400","10554000","27","259.6","915","1300","910","5700","734680000","734680000","72586384","1900","0","0","0","0"
"828","TCID","Mandom Indonesia Tbk.","--U-1135000000D421------------","2780","0","26 Apr 2024","0","2780","2700","2780","0","8300","22629000","10","546.2","2770","1500","2720","100","402133334","402133334","58912533","100","0","0","0","0"
"829","TCPI","Transcoal Pacific Tbk.","--U-2135000000A122------------","8000","0","26 Apr 2024","0","8025","7525","7850","-150","10867500","83457050000","2207","5688.4","7875","3000","7850","22500","5000000000","5000000000","1100000000","662900","438800","0","0","0"
"830","TDPM","Tridomain Performance Materials Tbk.","--U-4105000000B111---L-------X","119","0","26 Apr 2024","0","0","0","119","0","0","0","0","52.2","0","0","0","0","10485050500","10485050500","2882340382","0","0","0","0","0"
"831","TEBE","Dana Brata Luhur Tbk.","--U-1130000000A122------------","775","0","26 Apr 2024","0","770","755","755","-20","204200","154979000","117","68.9","760","78400","755","49500","1285000000","1285000000","420323500","0","6500","0","0","0"
"832","TECH","Indosterling Technomedia Tbk.","--U-4100000000I121---L-------X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","31.3","0","0","0","0","1256300000","1256300000","294476720","0","0","0","0","0"
"833","TELE","Omni Inovasi Indonesia Tbk.","--U-4100000000E711-ED--------X","12","0","26 Apr 2024","0","11","11","11","-1","120000","1320000","27","3.5","11","19907800","0","0","7310929389","7310929389","1764858355","0","0","0","0","0"
"834","TFAS","Telefast Indonesia Tbk.","--U-2130000000I111------------","182","0","26 Apr 2024","0","220","174","177","-5","5321100","1018604700","1688","98.3","177","200","176","3900","1666666500","1666666500","432333290","215400","258300","0","0","0"
"835","TFCO","Tifico Fiber Indonesia Tbk.","--U-4135000000E413-----------X","645","0","26 Apr 2024","0","0","0","645","0","0","0","0","146.2","600","3200","0","0","4823076400","4823076400","39549226","0","0","0","0","0"
"836","TGKA","Tigaraksa Satria Tbk.","--U-2135000000D222------------","6300","0","26 Apr 2024","0","6350","6350","6350","50","200","1270000","1","5218.2","6900","4800","6375","200","918492750","918492750","78806678","0","0","0","0","0"
"837","TGRA","Terregra Asia Energy Tbk.","--U-4130000000J411----S------X","12","0","26 Apr 2024","0","11","11","11","-1","3654400","40198400","85","5.5","12","1376400","11","1497900","2750000000","2750000000","2169475000","0","0","0","0","0"
"838","TGUK","Platinum Wahab Nusantara Tbk.","--U-2130000000D221------------","96","0","26 Apr 2024","0","100","95","96","0","9482000","923315600","785","87.3","96","258300","95","3895900","3571446020","3547696020","552859428","0","0","0","0","0"
"839","TIFA","KDB Tifa Finance Tbk.","--U-4105000000G211-----------X","388","0","26 Apr 2024","0","388","388","388","0","300","116400","3","495.1","388","35600","386","100","3552213000","3552213000","12787967","0","0","0","0","0"
"840","TINS","Timah Tbk.","--S-18ARR56000B146------------","840","0","26 Apr 2024","0","890","805","820","-20","174258200","147060576500","13241","419","825","133000","820","407000","7447753454","7447753454","2603734608","25872500","49413900","166000","139415000","3"
"841","TIRA","Tira Austenite Tbk","--U-4130000000C211-----------X","376","0","26 Apr 2024","0","386","378","386","10","14900","5643400","11","173.2","386","600","376","14000","588000000","588000000","104076000","0","0","0","0","0"
"842","TIRT","Tirta Mahakam Resources Tbk","--U-4100000000B151-E---------X","14","0","26 Apr 2024","0","13","13","13","-1","1132700","14725100","18","5.9","14","3300","13","847800","1011774750","1011774750","219251588","0","0","0","0","0"
"843","TKIM","Pabrik Kertas Tjiwi Kimia Tbk.","--S-1835F70000B152------------","8150","0","26 Apr 2024","0","8150","7550","7600","-550","4992600","38528672500","2750","469.9","7625","57000","7600","300","3113223570","3113223570","888202685","639900","401900","0","0","0"
"844","TLDN","Teladan Prima Agro Tbk.","--U-1135000000D232------------","448","0","26 Apr 2024","0","448","442","448","0","44700","19934000","63","77.2","448","33300","446","300","12946530200","12946530200","992998866","700","5700","0","0","0"
"845","TLKM","Telkom Indonesia (Persero) Tbk.","--SO1XNSWWS000J312------------","3040","2980","26 Apr 2024","2980","3060","2960","3030","-10","442527900","1330094802000","32186","1592.3","3030","4326300","3020","164800","99062216600","99062216600","47361645756","332737200","248026600","70375301","212746411836","12"
"846","TMAS","Temas Tbk.","XDM-1135000000K211------------","150","0","26 Apr 2024","0","151","146","147","-3","5700300","844343700","892","3380.9","147","267900","146","67000","57051500000","57051500000","8546314700","419500","0","0","0","0"
"847","TMPO","Tempo Intimedia Tbk.","--U-2130000000E614------------","74","0","26 Apr 2024","0","74","71","73","-1","800","57700","6","25.4","73","300","70","300","1058333250","1058333250","238124981","0","0","0","0","0"
"848","TNCA","Trimuda Nuansa Citra Tbk.","--U-2130000000K211------------","189","0","26 Apr 2024","0","191","184","185","-4","408500","75806900","95","123.3","185","41000","184","25000","421640000","421640000","151326596","0","0","0","0","0"
"849","TOBA","TBS Energi Utama Tbk.","--S-1135000000A121------------","240","0","26 Apr 2024","0","246","234","236","-4","11644100","2760429400","1047","49.8","236","387300","234","353000","8106700622","8106700622","1891293255","2956300","439300","0","0","0"
"850","TOOL","Rohartindo Nusantara Luas Tbk.","--U-2130000000E743------------","59","0","26 Apr 2024","0","63","59","60","1","1466200","89372000","153","47.2","60","6600","59","1480300","2050015867","2050015867","410003083","0","0","0","0","0"
"851","TOPS","Totalindo Eka Persada Tbk.","--U-4130000000J211---L-------X","4","0","26 Apr 2024","0","3","3","3","-1","48685700","146057100","180","4.8","3","12058500","0","0","33330000000","33330000000","12348765000","0","0","0","0","0"
"852","TOSK","Topindo Solusi Komunika Tbk.","--U-2130000000I111------------","80","0","26 Apr 2024","0","81","68","70","-10","404479600","30956480500","4951","56","70","1097100","69","1736700","4375000000","875000000","864062500","17212100","5907800","0","0","0"
"853","TOTL","Total Bangun Persada Tbk.","--S-1135006000J211------------","490","0","26 Apr 2024","0","496","472","474","-16","4716000","2261275800","876","170.4","480","201900","474","45000","3410000000","3410000000","1020272000","1493300","2033500","0","0","0"
"854","TOTO","Surya Toto Indonesia Tbk.","--U-4135000000C121-----------X","214","0","26 Apr 2024","0","214","212","212","-2","162400","34619600","61","687.7","212","63800","210","536200","10320000000","10320000000","920544000","0","600","0","0","0"
"855","TOWR","Sarana Menara Nusantara Tbk.","--SO1U0L944000J321------------","815","820","26 Apr 2024","815","820","790","795","-20","26089800","20795295500","3935","3787","795","1248700","790","317600","51014625000","51014625000","21421041038","17652900","5846000","118","94260","2"
"856","TOYS","Sunindo Adipersada Tbk.","--U-2130000000E321M-----------","50","0","26 Apr 2024","0","50","50","50","0","2100","105000","2","14.3","50","15317100","0","0","1435000712","1435000712","565820781","0","0","0","0","0"
"857","TPIA","Chandra Asri Pacific Tbk.","--U-2K34Q40000B111------------","7400","0","26 Apr 2024","0","7550","7325","7325","-75","21787000","162456477500","7381","7454","7425","600","7325","625900","86511545092","86511545092","14386869949","5656200","10019900","6939181","51870365825","7"
"858","TPMA","Trans Power Marine Tbk.","--S-2135000000A122------------","670","0","26 Apr 2024","0","685","660","670","0","5246500","3536913000","776","291.3","670","40900","665","522900","2633300000","2633300000","628305380","910700","23800","70500000","47940000000","2"
"859","TRAM","Trada Alam Minera Tbk.","--U-4105000000A121---L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","41.3","0","0","0","0","49643627934","49643627934","26241621726","0","0","0","0","0"
"860","TRGU","Cerestar Indonesia Tbk.","--U-2105000000D222------------","189","0","26 Apr 2024","0","189","186","186","-3","403400","75681900","45","88.6","186","114700","185","55200","7945412700","7945412700","1500093918","0","0","0","0","0"
"861","TRIL","Triwira Insanlestari Tbk.","--U-4100000000C211---L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","12.5","0","0","0","0","1200000000","1200000000","336360000","0","0","0","0","0"
"862","TRIM","Trimegah Sekuritas Indonesia Tbk.","--S-1105001000G312------------","262","0","26 Apr 2024","0","260","236","244","-18","11484800","2815997200","114","245.9","246","43300","244","478600","7109300000","7109300000","3480002350","5300","4601400","0","0","0"
"863","TRIN","Perintis Triniti Properti Tbk.","--U-1130000000H111------------","123","0","26 Apr 2024","0","123","119","122","-1","119800","14431000","55","61","122","55200","120","5000","4551457323","4551457323","538437401","0","0","0","0","0"
"864","TRIO","Trikomsel Oke Tbk.","--U-4105000000E742-E---------X","426","0","26 Apr 2024","0","0","0","426","0","0","0","0","189.1","0","0","0","0","26007494645","26007494645","1570852677","0","0","0","0","0"
"865","TRIS","Trisula International Tbk.","--M-2130000000E411------------","162","0","26 Apr 2024","0","167","160","165","3","155700","25347100","76","55","165","9900","163","30000","3141443831","3141443831","504830024","700","0","0","0","0"
"866","TRJA","Transkon Jaya Tbk.","--M-1100000000K132---L--------","184","0","26 Apr 2024","0","185","178","178","-6","502400","90601600","130","71.2","178","28900","177","9700","1510200000","1510200000","123685380","117700","0","0","0","0"
"867","TRON","Teknologi Karya Digital Nusa Tbk.","--S-2830530000I131------------","222","0","26 Apr 2024","0","224","218","222","0","18766300","4155057800","396","123.3","224","141400","222","1600","2951289617","2937400617","746971236","150000","227200","0","0","0"
"868","TRST","Trias Sentosa Tbk.","--U-1135000000B131------------","472","0","26 Apr 2024","0","472","362","472","0","25000","11787600","9","281.6","472","42000","462","200","2808000000","2808000000","930290400","0","0","0","0","0"
"869","TRUE","Triniti Dinamik Tbk.","--U-4130000000H111-----------X","19","0","26 Apr 2024","0","20","20","20","1","609100","12182000","41","20","0","0","20","16394200","7571045189","7571045189","1514935523","0","0","0","0","0"
